smarts,label
"c12ncccc1-,:[#6]([NH2])=,:[#6](C(=[OX1])~[OX1,O-])-,:[#16]2",PAINS compounds
C1(=[OX1])C(=[CH][NH]c2c(C(=[OX1])[OH1])cccc2)N=C(c3ccccc3)O1,PAINS compounds
c1([OH1])ccc([N!H0]C(=[OX1])cc)c(c1)C(=[OX1])[OH1],PAINS compounds
"c1([cH][cH]c(O[CH2,CH3])[cH]c1(C(=[OX1])[OH1]))[N!H0]cc",PAINS compounds
"c1ccc4c(c1C(=[OX1])[OH1])[#7!H0]-,:[#6](=,:[#6]4cc)cc",PAINS compounds
c1(oc([#6])[cH][cH]1)C(=[OX1])[N!H0]c1[cH][cH][cH][cH]c1(C(=[OX1])[OH1]),PAINS compounds
[N!H0](cc)c5c(C(=[OX1])[OH1])ccc(n5)-cc,PAINS compounds
c1ccccc1C(=[OX1])[N!H0]c2ccccc2C(=[OX1])[N!H0][N!H0]c3nccs3,PAINS compounds
c1ccc4c(cc1)ccc4,PAINS compounds
"[CH2,CH3]Occ[CH2][N!H0]c1[cH]c2n[cH]n([#6!H0])c2[cH][cH]1",PAINS compounds
"[N!H0](c1[cH][cH]c([CH2,CH3])[cH][cH]1)[CH2][CH2]c2[cH][cH]c(O[CH2,CH3])[cH][cH]2",PAINS compounds
"[N!H0](c1ccccc1)C([#6])([#6])c2[cH][cH]c(O[CH2,CH3])[cH][cH]2",PAINS compounds
"[N!H0](c1[cH][cH]c([C!H0]([CH2,CH3])[CH2,CH3])[cH][cH]1)[CH2][CH2]N([CH2,CH3])[CH2,CH3]",PAINS compounds
c1ccc2c(c1)C3=C(C([#6])([#6])N2)SSC3=*,PAINS compounds
c1(ccc4c(C6Cc8c(C6N4)cccc8)c1)[CX4],PAINS compounds
"c1c(ccc(N([H,CX4])([H,CX4]))c1)[CX4]c2ccc(cc2)N([H,CX4])([H,CX4])",PAINS compounds
"[CH2,CH3][#7]([CH2,CH3])c1[cH][cH]c([#6!H0]=[#7][#7]=[#6]([#6])-cc)[cH][cH]1",PAINS compounds
"[cH]1c([N!H0]C(=[OX1])c2ccccc2)[cH]c(N([CH2,CH3])[CH2,CH3])[cH][cH]1",PAINS compounds
[cH]1c([cH]nc7c1[cH][cH][cH][cH]7)[CH2]N2c3c([CH2][CH2]2)[cH][cH][cH][cH]3,PAINS compounds
c12[cH][cH][cH][cH]c1[C!H0]=[C!H0]C3C(C#[NX1])[CH2][C!H0]N23,PAINS compounds
"[CH2,CH3]N([CH2,CH3])C1=Cc2ccccc2[CH2]1",PAINS compounds
"[CH2,CH3]N([CH2,CH3])c1[cH][cH]c(o1)[C!H0]=CC#[NX1]",PAINS compounds
"c12[cH][cH]c(N([CH2,CH3])[CH2,CH3])[cH]c1-,:[#6](S(=[OX1])=[OX1])=,:[#6H]-,:[#7!H0]2",PAINS compounds
"c12[cH][cH]c([NH2])[cH]c1[cH][cH]n2[CH2,CH3]",PAINS compounds
"c1([N!H0][CH2,CH3])[cH][cH]c2c([cH]1)[#7!H0]-,:[#6](=[OX1])-,:[#7!H0]2",PAINS compounds
[N!H0](c1ccacc1)c2ccc([N!H0][C!H0])cc2,PAINS compounds
[C!H0][N!H0]c1[cH][cH][cH][cH]c1[N!H0][C!H0],PAINS compounds
"[NH2]c1c([N!H0][C!H0]([#6])[C!H0][CH2,CH3])c[cH][cH][cH]1",PAINS compounds
n1[cH]c([NH2])[cH][cH]c1([N!H0]cc),PAINS compounds
"[NH2]c1c([N!H0]S(=[OX1])=[OX1])[cH]c([N!H0][CH2,CH3])c([F,Cl,Br,I])[cH]1",PAINS compounds
c1ccccc1[CH2][N!H0]c2[cH][cH]c([OH1])[cH][cH]2,PAINS compounds
[NH2]c1c([OH1])cc(S(=[OX1])(=[OX1])[OH1])cc1,PAINS compounds
c1([NH2])c([OH1])c(C=[OX1])[cH]c2[cH][cH][cH][cH]c12,PAINS compounds
"[cH]1[cH][cH]c2c([cH]1)c3c(o2)[cH]c([N!H0][CH2,CH3])c(O[CH2,CH3])[cH]3",PAINS compounds
"c2ccccc2N1C(=[OX1])C([N!H0]c2ccc(O[CH2,CH3])cc2)=C([F,Cl,Br,I])C1=[OX1]",PAINS compounds
"[H,CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2]c2nccn2",PAINS compounds
"[CH2,CH3]Oc1[cH][cH]c([CH2,CH3])[cH]c1[NH][CH2]c2c([CH2,CH3,$(O[CH2,CH3])])cccc2",PAINS compounds
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][CH2][C!H0]([OH1])[CH2,CH3]",PAINS compounds
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0][C!H0]([#16])C=[OX1]",PAINS compounds
c1ccc4c(c1Oc8[cH][cH]c([cH][cH]8)[N!H0])cccc4,PAINS compounds
[NH2]c1ncccc1O[CH2]cc,PAINS compounds
"[NH2]c1c(N=[#6]2-,:[#6!H0]=,:[#6]~[#6]~[#6]=,:[#6]2)[cH][cH][cH][cH]1",PAINS compounds
"[NH2]c1c(n2cccc2)[cH]c([CH2,CH3])c([CH2,CH3])[cH]1",PAINS compounds
"n1c([NH2])c([CH2,CH3])[cH]c([CH2,CH3])c1[NH2]",PAINS compounds
"[NH2]c1[cH][cH]c([cH][cH]1)-c2[cH]c(C=[OX1])c([CH2,CH3])o2",PAINS compounds
c1cccc5c1cc8c(n5)nc2c(c8[#7])cccc2,PAINS compounds
c1([cH][cH]c([NH2])[cH][cH]1)C=N[N!H0],PAINS compounds
c1cccc5c1cc8c(c5C=N[N!H0]c2ccccc2)cccc8,PAINS compounds
"c1(oc([H,CH2,CH3])[cH][cH]1)C(=[OX1])[N!H0]N=C([H,CH2,CH3])c2cc(*-*-*c3occc3)ccc2",PAINS compounds
n1[cH][cH][cH][cH]c1C(=[OX1])[N!H0]N=[C!H0]c2c(O[CH2]C(=[OX1])[OH1])cccc2,PAINS compounds
"[cH]2[cH][cH][cH]c1c2c([C!H0]=N[N!H0]([$(c3nc[cH]s3),$(c[cH][cH]),$(cncncn),$(cnnnn)]))c([H,$([OH1]),CH2,CH3])[a!c]1",PAINS compounds
"c1(s[cH][cH]c1[H,CH2,CH3])[C!H0]=N[N!H0]c2ccccc2",PAINS compounds
"C(c1[cH]cc([H,CX4])[cH][cH]1)(c2[cH][cH]c([H,Cl])[cH][cH]2)=[$(NO[CH2][CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(NO[CH2][CH2]N([CH2,CH3])[CH2,CH3]),$(N[N!H0]C(=[NH1])[NH2]),$([#6!H0][#7])]",PAINS compounds
"c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[N!H0]c2nccs2",PAINS compounds
"c1(oc([H,CH2,CH3])[cH][cH]1)C([H,CH2,CH3])=N[NH]c2ccncc2",PAINS compounds
c1ccccc1N(c2ccccc2)N=[C!H0]c3ac([cH][cH]3)-c4cc(C(=[OX1])[OH1])ccc4,PAINS compounds
[OH1]C(=[OX1])c1cc(ccc1)-cacC=N[N!H0]C(=[OX1])[CH2][#8],PAINS compounds
"[cH]1[cH][cH]c2[cH][cH]c(C=N[N!H0][$(cc),$(C=[SX1])])[cH]c2c1",PAINS compounds
"[cH]1[cH]c(O[CH2,CH3])[cH]c2C(=N[N!H0]c4[cH][cH]c(C(=[OX1])[OH1])[cH][cH]4)c3[cH]c(O[CH2,CH3])[cH][cH]c3c12",PAINS compounds
[OH1]C(=[OX1])c1ccc(cc1)NN=[C!H0]c2ac([cH][cH]2)-c3ccccc3,PAINS compounds
N1(c2ccccc2)N=C(C=[OX1])[CX4]C1=[OX1],PAINS compounds
N1(c2ccccc2)N=C([N!H0]C=[OX1])[CH2]C1=[OX1],PAINS compounds
"N1=C(c2ccccc2)[CH2]C([OH1])([CX4](F)(F)F)N1[$(cccccc),$(C(=S)cccccc)]",PAINS compounds
"N1(c2ccccc2)N=C([CH2,CH3])[C!H0](S[#6])C1=[OX1]",PAINS compounds
"N1(c2cccc3ccccc23)N=C([CH2,CH3])[CH2]C1=[OX1]",PAINS compounds
"C1(=[OX1])C(=C([CH2,CH3])[N!H0][CH2][CH2][CH2,CH3])N=C(c2ccccc2)O1",PAINS compounds
"[#7]1(c2ccccc2)[#6!H0]=[#7+,#7v4](c3ccccc3)[#6](=Nc4ccccc4)N1",PAINS compounds
"n1(c2[cH][cH][cH][cH][cH]2)nc([CX4])c([H,C!H0])c1[OH1]",PAINS compounds
"N=[#6]1-,:[#7!H0]-,:[#6]([N!H0])=,:[#6]([N!H0])-,:[#7]=,:[#7]1",PAINS compounds
[N!H0](c1[cH][cH][cH][cH]c1[OH1])C2N=NC(=[#7])OC([NH2])=2,PAINS compounds
[OH1]c2nc([OH1])ccc2,PAINS compounds
[OH1]c2nc([NH2])acc2[CH2]C(=[OX1])[#8],PAINS compounds
C1([N!H0])=N[C!H0](cc)[CH2]C(=[OX1])[N!H0]1,PAINS compounds
cc-n1nc2[CH2][SX2][CH2]c2c1[N!H0]C(=[OX1])[C!H0]=[C!H0],PAINS compounds
c1cOC2[CH2]C(=[OX1])OC12,PAINS compounds
a1a3a(aaa1)[N!H0]N(C3=O)[#6],PAINS compounds
"C1=CC=CC2=NC([$(C([!#1])=[C!H0]cc),$(coc)])=C(Ncc)N12",PAINS compounds
S1C(=C(C4=C1[N!H0]C(C(=[C!H0]4)C(=[OX1])[OH1])=[OX1])[NH2])C(=[OX1])[N!H0],PAINS compounds
"[#16]1-,:[#6]2:[#6](-,:[#6]([CH2,CH3])=,:[#6]1[CH2,CH3])c(ncn2)NN=C[#6]3=,:[#6]-,:[#6]=,:[#6]-,:[#8]3",PAINS compounds
"[CH2]1C(=[OX1])[#7]2-,:[#7]=,:[#6]([NH2])-,:[#6]([NH2])=,:[#6]2N=C1[#6]",PAINS compounds
"[#6]1(=,:[#6]2-,:[#7](-,:[#6](-,:[#6]=,:[#6]-,:[#7]2)=[OX1])-,:[#7]=,:[#6]1[#6]3-,:[#7]-,:[#6]=,:[#6]-,:[#6]=,:3)C#[NX1]",PAINS compounds
c1(C(~[#8])~[#8])ccn2c(c1)cc(-cc)c2C(=[OX1])-cc,PAINS compounds
"o1c([#6](~[#8])~[#8])cc2[cH]c(O[CH2,CH3])c(O[CH2,CH3])[cH]c12",PAINS compounds
N1=NNN=C2C=CC=C12,PAINS compounds
"c12[cH]sc(C=[OX1])c2-,:[#6](=[OX1])-,:[#7]-,:[#7]=,:[#6]1[NH2]",PAINS compounds
N1=C([#6])C2=CC=CC2=C([#6])N1,PAINS compounds
n1ccccc1C2=C(N[#6])N1C(=N2)C=CC=C1,PAINS compounds
"c1([CH2][CH2,CH3])c([CH2,CH3])c2C(=[!#1!#6X1])N([C!H0][$(C(=O)O),$(cc)])C([H,$(S(C)[CH2,CH3])])=Nc2[a&!c;X2]1",PAINS compounds
"[#6]1(=,:[#7]c3[cH][cH][cH][cH]c3n1[#6])[N!H0]C(=[OX1])[N!H0]c2[cH]ccc[cH]2",PAINS compounds
[cH]1[cH]c2O[CH2]Oc2c([cH]1)[CH2]N2[CH2][CH2]cc2,PAINS compounds
c1ccc7c(c1)nnc(n7)[CH2]C=[OX1],PAINS compounds
"c1ccc4c(c1)nc(nc4)[N!H0]C2=NC(C=C[N!H0]2)([CH2,CH3])[CH2,CH3]",PAINS compounds
c1ccc2nc([C!H0]=C([OH1])[#6])c([C!H0]=C([OH1])[#6])nc2a1,PAINS compounds
c1ccc7c(c1)nc(c(n7)[CH2]C(=[OX1])cc)[CH2]C(=[OX1])cc,PAINS compounds
c1ccc4c(c1)nc(c(n4)c2ccccc2)c7c(cccc7)[OH1],PAINS compounds
"[CH2,CH3]Oc1[cH][cH][cH][cH]c1[N!H0]c2c3c(O[CH2,CH3])ccc(O[CH2,CH3])c3ncc2",PAINS compounds
s1[cH][cH][cH]c1C2[N!H0]N=C(c4ccncc4)c3c(cccc3)N=2,PAINS compounds
c1c4CCc4cc2OCOc12,PAINS compounds
c1n([#6])c2c3ncnc3c([OH1])[cH]c2c1C=[OX1],PAINS compounds
"[#6!H0]1=,:[#6!H0]-,:[#7]([CH2,CH3])c7c1c9[#6!H0]=,:[#6!H0]-,:[#7](c9c(c7O[CH2,CH3])O[CH2,CH3])[CH2,CH3]",PAINS compounds
"[#7]1-,:c2c(-,:[#6](=N)c6ccccc16)cccc2",PAINS compounds
"c1cccc9c1Oc2c(N9[CH2][CH2,CH3])cccc2",PAINS compounds
"c13cc2ccccc2cc1-,:[#7]([CH2,CH3])-,:[#6](=[OX1])-,:[#6](-cc[N!H0][CH2,CH3])=,:[#7]3",PAINS compounds
c1ccc4c(c1)nc8c(n4)ccc5c8cccc5,PAINS compounds
"[#6]1=,:[#6]-,:[#6]=,:[#6]-,:*2=,:[#6]1-,:*=,:[#7+,#7v4](~cc)-,:*=,:[#6]2[H,*]",PAINS compounds
"[#6]1~[#6]~[#6]~[#7+,#7v4]2~[#6](~[#7]1)~[#6]3~[#6]~[#6]~[#6]~[#7](-cc)~[#6]3~[#7]2",PAINS compounds
"[CH2,CH3][SX2]c1n(-!@[CH2,CH3])c(-c2ccccc2)[cH]n1",PAINS compounds
C1(C=[OX1])(cc)[SX2]C=N[NH]1,PAINS compounds
"[SX1]=[#6]1-,:[#7!H0]-,:[#7]=,:[#6](c2[cH][cH]c(O[CH2,CH3])[cH][cH]2)-,:[#8]1",PAINS compounds
[#7]=C1SC(=[#7])N=C1,PAINS compounds
"N1([CH2,CH3])C(=S)N(-cc)C(=N-cc)C1=N-cc",PAINS compounds
S1C(=N[N!H0])SC(=N-cc)C1=N-cc,PAINS compounds
c1cN=CC(=CN[#6])S1,PAINS compounds
"[CH2,CH3][SX2]c1nc(-c2o[cH][cH][cH]2)c(-c3o[cH][cH][cH]3)nn1",PAINS compounds
"[#7]1=,:[#6]([SX2][CH2,CH3])-,:[#7]=,:[#7]-,:[#6]2=,:[#6]1-,:[#6]([CH2,CH3])=,:[#7]-,:[#7]2-c3cccccc3",PAINS compounds
"[N!H0][#6]3=,:[#7]-,:[#6](=,:[#7]-,:[#6]7=,:[#7]-,:[#7]=,:[#6](-,:[#7]37)S[#6])[N!H0][#6]",PAINS compounds
"n1c2ccccc2n([CH2,CH3])c1S[CH2]C(=[OX1])[N!H0]N=[C!H0][C!H0]=[C!H0]",PAINS compounds
"c1(S[CH2]C(=[OX1])[NH]-cc)nc2[cH]c([F,Cl,Br,I])c[cH]c2[nH]1",PAINS compounds
c1ccc2[CH2][CH2]N=C(c2c1)[SX2][CH2]C(=[OX1])c2ccccc2,PAINS compounds
"c1cccc2c1-,:[#16]-,:[#6](C=[OX1])=,:[#6]-,:[#7]2",PAINS compounds
"[CH2,CH3][SX2]c1nc2OC=Ncc-c2nn1",PAINS compounds
n1nc(S[CH2]C=[OX1])nc2c1c3c(n2[CH2][CH]=[CH2])cccc3,PAINS compounds
CC(=[OX1])[CH2][SX2]c1nc2[nH]c3[cH][cH][cH][cH]c3c2nn1,PAINS compounds
"[#6]1=,:[#6]-,:[#6]=,:[#6]-,:[#6]2-,:[#7+,#7v4]=,:[#6]3-,:[#7](N=C(c5ccccc5)[CX4]S3)-,:[#6]12",PAINS compounds
"c1ccc7c(c1)NC3=C(S7)SC(=C3)[CH2,CH3]",PAINS compounds
"[cH]1[cH][cH][cH]c5N([H,CH3,$([CH2][C!H0])])c7c(~[H,$([N!H0][CX4]),$(cc)])c(~[H,$(cc)])c([H,NH2,$([OX2][CX4])])[cH]c7Sc15",PAINS compounds
"c1ccc4c(c1)Sc8[cH][cH]c([cH]c8C(C4)N([H,CX4])([H,CX4]))[H,#8,#16X2,CX4,$(N([H,CX4])[H,CX4])]",PAINS compounds
[CH2]1Sc2[cH][cH][cH][cH]c2C(Occ)c3[cH][cH][cH][cH]c13,PAINS compounds
"n1c(S[C!H0])c(C#[NX1])c(c2ccc(O[Ch2,CH3])cc2)[cH]c1(cc)",PAINS compounds
N=C1N=CNS1,PAINS compounds
"[#6]1~[#6](~[#7]~[#7]~[#6](~[CH2,CH3])~[CH2,CH3])~[#7]~[#16]~[#6]1",PAINS compounds
"[#7]1=,:[#7]-,:[#16]-,:[#6]=,:[#6]1-[#6]2-,:[#8]-,:[#7]=,:[#6](-cc)-,:[#7]=,:2",PAINS compounds
[C!H0]c1nn(c3ccccc3)s2[a!c]acc12,PAINS compounds
c1cC2=C(SNC2=S)CN1,PAINS compounds
[OX1]=CC1=NN(cc)C(=[C!H0]cc)S1,PAINS compounds
C(F)(F)C(=[OX1])[N!H0]c1[cH]n([CH2][CH2]O[CH2]-cc)n[cH]1,PAINS compounds
C1Cc3ccccc3C(c5c1cccc5)=CC,PAINS compounds
"c1ccc4c(c1)[SX2,CX4]c8ccc(cc8C4=CC)[H,Cl,CX4]",PAINS compounds
"c1ccc4c(c1)C([#6]8=,:[#6](SC4)-,:[#16]-,:[#6]=,:[#6]8)=C",PAINS compounds
c1ccc7c(c1)C(c2c7ccc(c2)[NH2])=[C!H0][#6],PAINS compounds
C(=[C!H0][CH2]n1[cH]n[cH][cH]1)(-cc)-cc,PAINS compounds
[NH2]c1nc2C(C#[NX1])=CC(=C)c2cc1C#[NX1],PAINS compounds
C=C(C#[NX1])C(=[NH])NN,PAINS compounds
C(C#[NX1])(C#[NX1])=C(S)S,PAINS compounds
[OX1]=C[C!H0]=C(C#[NX1])[#6],PAINS compounds
[OH1]C(=[OX1])c1c([OH1])[cH]c([cH][cH]1)-c2[cH][cH]c(o2)[C!H0]=C(C#[NX1])-c3nccn3,PAINS compounds
"[#7]1([#6])-,:[#6!H0]=,:[#6!H0]-,:[#6!H0]=,:[#6]1[C!H0]=C(C#[NX1])c2nccs2",PAINS compounds
"C1(=[OX1])C(=[C!H0][$(c2ccccc2),$(c2ccc[a!c]2)])N=C(aaa)[#16,$(Naa)]1",PAINS compounds
N1=CC(C(N1)=S)=C,PAINS compounds
c1(ccco1)[C!H0]=!@C2C(=[OX1])c5c(cccc5)[!#1!#6]2,PAINS compounds
"S=[#6]1-,:[#7!H0]-,:[#6]=,:[#6]-,:[#6]2=,:[#6]1C(=[OX1])OC2=[C!H0]",PAINS compounds
"[#7]1([#6])-,:[#6H]=,:[#6H]-,:[#6H]=,:[#6]1([CH]=C2C(=[OX1])[!#6]C=,:*2)",PAINS compounds
[OX1]=C1C(=!@[C!H0]c3ccnc3)c2c(cccc2)N1,PAINS compounds
"C1=,:C[O,S]C(=CC=[OX1])C1=[OX1]",PAINS compounds
"C1(=[OX1])C(=[C!H0]c2cc([F,Cl,Br,I])ccc2O[CH2,CH3])N=C(S[CH2,CH3])S1",PAINS compounds
"c2ccccc2C(=[OX1])[C!H0]=[#6]1-,:[#6](=[OX1])-,:[#7H]-,:[#6](=[OX1])-,:[#6](=[CH]c3ccccc3)-,:[#7!H0]1",PAINS compounds
[OX1]=C1cc[CH2]NC1=[C!H0],PAINS compounds
[OX1]=C1NNC(aa)=NC1=[C!H0],PAINS compounds
"aaC([H,$(C#[NX1])])=[#6]1-,:[#6]=,:[#6]-,:[#6](=[OX1,N!R])-,:[#6]=,:[#6]1",PAINS compounds
"S1C(=Ncc)N([H,$([CH2][CH2]O),$(cc)])C(=[OX1])C1(=[C!H0][$(cccCl),$(c[a!c])])",PAINS compounds
"S1C(=!@N[H,$([N!H0](N)cc)])N([H,$(cnccs)])C(=[OX1])C1=[C!H0]cc[Cl,$(O[C!H0])]",PAINS compounds
S1C(=[OX1])NC(=[SX1])C1=[C!H0]cc,PAINS compounds
"n1ccc([C!H0]=C2C(=[OX1])NC(=[!#1!#6])N2)c1[CH2,CH3]",PAINS compounds
[OH1][CX3](=[OX1])c1cccc(c1)cac[C!H0]=C2C(=[!#1!#6])NC(=[!#1!#6])[!#1!#6]2,PAINS compounds
"N1=C([CH2,CH3])C(=[OX1])N=C2N1C(=[OX1])C(=[C!H0]cc)S2",PAINS compounds
"N1([CH2,CH3])C(=S)[N!H0]C(=[C!H0]c2cc(Br)ccc2)C1(=O)",PAINS compounds
"[CH2,CH3]N1C(=[#16,#7])[!#6]C(=[#6]2-,:[#6H]=,:[#6H]cc-,:[#7]2[CH2,CH3])C1=[OX1]",PAINS compounds
C1([#8])OC([#6])([#8])C=C1,PAINS compounds
cc[CH2][C!H0](C=[OX1])N1C(=[OX1])[C!H0]2[CH2]C=C[CH2][C!H0]2C1(=[OX1]),PAINS compounds
"c1ccc4c(c1)N(C(C=C4)([CH2,CH3])[CH2,CH3])C(=[OX1])[N!H0]c3ccc(c(c3)O[CH2,CH3])O[CH2,CH3]",PAINS compounds
"c12[cH]c(O[CH2,CH3])c(O[CH2,CH3])[cH]c1C([#6])=C([#6])S[CH2]2",PAINS compounds
"c1(O[CH2,CH3])c(O[CH2,CH3])[cH]c2C=C[C!H0]Sc2[cH]1",PAINS compounds
[N!H0]1N=C([N!H0])SC(-cc)=C1-cc,PAINS compounds
"[NH2]C1=C(C#[NX1])[C!H0](cc)C([CH2,CH3])=C(C=C)O1",PAINS compounds
"[NX3H2,OX2H1]C1=C(C#[NX1])[C!H0](cc)c2c(n(C)nc2)O1",PAINS compounds
"[NH2][#6]1=,:[#6](C#[NX1])-,:[#6!H0](cc)-,:[#6](C#[NX1])=,:[#6](cc)-,:[#8]1",PAINS compounds
[NH2]C1=C(C#[NX1])[C!H0](cc)c2c(ccs2)O1,PAINS compounds
"[CH2,CH3][SX2]C1=C(C#[NX1])[C!H0](cc)C(C#[NX1])C(=O)N1",PAINS compounds
"[NH2][#6]1=,:[#6](C#[NX1])-,:[#6!H0](c2cccs2)-,:[#6](C(=[OX1])O[#6])=,:[#6]([CH2,CH3])-,:[#8]1",PAINS compounds
"[SX2]1C=C(C#[NX1])C([#6])(C=[OX1])C([$(C=[OX1]),$(C#[NX1])])=C1[NH2]",PAINS compounds
[NH2]C1=C(C#[NX1])[C!H0](-cc)S[CX4]S1,PAINS compounds
"[#7]1([H,CX4])-,:[#6]=,:[#6](C(=[OX1])ccc)-,:[#6]([#6])-,:[#6]([$(C=[OX1]),$(C#[NX1])])=,:[#6]1[CH3]",PAINS compounds
c1(c(nc4c(c1C#[NX1])c(c(cc4)C#[NX1])[NH2])[NH2])C#[NX1],PAINS compounds
n1c([SX2]c3c([NH2])cccc3)c(C#[NX1])c(-c2ccccc2)c(C#[NX1])c1([NH2]),PAINS compounds
"[CH2,CH3][C!H0](C#[NX1])C(=[OX1])[#6]",PAINS compounds
C1(C#[NX1])(C#[NX1])[C!H0](C(=[OX1])C)[C!H0]1,PAINS compounds
C=CC(C#[NX1])(C#[NX1])C(C#[NX1])=C[NH2],PAINS compounds
ccC(=[OX1])[N!H0]C(=[OX1])C(C#[NX1])=[C!H0][N!H0]cc,PAINS compounds
[OX1]=S(=[OX1])C(C#[NX1])=N[N!H0],PAINS compounds
[OX1]=C1C(C#[NX1])=NNCC1,PAINS compounds
"C1(C([CH2,CH3])=C(C#[NX1])C(~[#8])~[#7]~[#6]1(~[#8]))=[C!H0]cc",PAINS compounds
"[OX1]=[#6]1-,:[#6](=,:[#6]-,:[#6](-,:[#7]-,:[#7]1)C=[OX1])C#[NX1]",PAINS compounds
"ac[#6]1=,:[#6!H0]-,:[#6](co)=,:[#6](C#[NX1])-,:[#6](=[OX1])-,:[#7!H0]1",PAINS compounds
"N1(c2ccc(O[CH2,CH3])cc2)C(=[OX1])C(C#[NX1])=CC(n3cncc3)=N1",PAINS compounds
c1(c2ccccc2nnc1)C(cc)C#[NX1],PAINS compounds
"[#1,#6][C!H0](=[SX1])",PAINS compounds
"[#6!H0]1=,:[#6]-,:[#8]-,:[#6](=,:[#6!H0]1)C(=[SX1])N5[CH2][CH2]*[CH2][CH2]5",PAINS compounds
[CX4][N!H0]C(cc)=[C!H0]C(=S)[N!H0]c1ccccc1,PAINS compounds
[C!H0](c1ccccc1)(c2ccccc2)C(=S)[N!H0],PAINS compounds
[C!H0]N([C!H0])[#6]:[#6][N!H0]C(=S)[C!H0],PAINS compounds
"c1cccnc1C(=S)[N!H0]c2ccccc2O[CH2,CH3]",PAINS compounds
acC(=S)[N!H0][N!H0]ca,PAINS compounds
C1=C(SC(C=C1)=S)[#7],PAINS compounds
"ccC(=[SX1])[SX2][C!H0][CH2,CH3,$(cc)]",PAINS compounds
"[#7]1-,:[#6](=[OX1])=,:[#6!H0]-,:[#6]([#6])-,:[#16]-,:[#6]1(=S)",PAINS compounds
"S=CC([CH2,CH3])=C([CH2,CH3])N([CH2,CH3])[CH2,CH3]",PAINS compounds
C1=CN(C(c5ccccc15)(C#[NX1])C(=S)S)C=[OX1],PAINS compounds
c2ccccc2N1C(=[OX1])C(Sc3ccccc3)=[C!H0]C1=[OX1],PAINS compounds
c1(nanc(c2o[cH][cH][cH]2)n1)S[CX4],PAINS compounds
"[OX1]=C(N3CCSCC3)c9c([cH][cH][cH][cH]9)S[CH2,CH3]",PAINS compounds
"c1c([N!H0][CX3](=[SX1])[N!H0][CH2][CH2][CH2]N([CH2,CH3])c2ccccc2)cccc1",PAINS compounds
"c1c([#7!H0]C(=S)[#7!H0][CH2][CH2][#7]([CH2,CH3])c2ccccc2)cccc1",PAINS compounds
c1(ccccc1)[N!H0]C(=[SX1])N[N!H0]C(=[OX1])c2a[a!c]cc2,PAINS compounds
c1(ccccc1)[N!H0]C(=[SX1])N[N!H0]c2ccccc2,PAINS compounds
c1c([N!H0]C(=[S1])[N!H0][CH2]c2ncccc2)cccc1,PAINS compounds
C1[N!H0][N!H0]C(=[SX1])N[N!H0]1,PAINS compounds
"c1ccccc1[N!H0]C(=[SX1])N[N!H0][#6](=,:[#7R])-,:[#7R]",PAINS compounds
"[#6]1(=S)-,:[#7]([CH2]c2occc2)-,:[#6](cc)=,:[#7]-,:[#7!H0]1",PAINS compounds
c1ccccc1[N!H0]C(=[SX1])[N!H0]N=Cc2ccnc2,PAINS compounds
c1(ccoc1[C!H0])C=N[N!H0]C(=[SX1])[N!H0],PAINS compounds
"[#6]1(=[SX1])-,:[#7]2-,:[#6]=,:[#6]-,:[#7]=,:[#7]-,:[#6]2=,:[#7][#7!H0]1",PAINS compounds
[CX4][SX2]C(=N-aaaa)[N!H0]N=[#6],PAINS compounds
"cc[#7]([CH2,CH3])[CH2][CH2][CH2][#7!H0]C(=S)[#7!H0]c1c([F,Cl,Br,I])[cH]c([CH2,CH3])[cH][cH]1",PAINS compounds
o1[cH][cH][cH]c1[CH2][N!H0]C(=S)N([C!H0])[CH2]c2ccccc2,PAINS compounds
[cH]1c([N!H0]C(=S)[N!H0][C!H0]c3oc([C!H0])[cH][cH]3)[cH]c2c(O[CH2]O2)[cH]1,PAINS compounds
"[OX1]=C-!@n1ccc2c1-,:[#7!H0]-,:[#6](=S)-,:[#7!H0]2",PAINS compounds
"[cH]1[cH][cH][cH]c2[cH][cH][cH]c(c12)C([CH2,CH3])=N[N!H0]C(=S)[N!H0]ccc",PAINS compounds
c1ccccc1[N!H0]C(=S)N[N!H0][C!H0]=[C!H0]C=[OX1],PAINS compounds
"[CH2,CH3]SC(=S)[N!H0][CH2]-cc",PAINS compounds
S1C(=S)NC=C[CX4]1,PAINS compounds
"[OX1]=[#6]1-,:[#16]c2cccc(O[CH2,CH3])c2-,:[#8]1",PAINS compounds
[N!H0]1C(=S)[C!H0](C#[NX1])[C!H0](-cc)[C!H0]=C1(-cc),PAINS compounds
"[CX4][#7+,#7v4]([CX4][OH1])=CS[C!H0]",PAINS compounds
"[#6]1=,:[#6](C=S)-,:[#7]2-,:[#6]=,:[#6]-,:[#6]=,:[#6]-,:[#6]2=,:[#6]1",PAINS compounds
"[CH2,CH3]N([CH2,CH3])[C!H0]=CC(=[OX1])c1c([SX2])sc([$(C#[NX1]),$(C=[OX1])])c1",PAINS compounds
