SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
COc1nc(N)nc2c1ncn2[C@@H]3O[C@H](COP(=O)(N[C@@H](C)C(=O)OCc4ccccc4)Oc5cccc6ccccc56)[C@@H](O)[C@@]3(C)O,4.02,0.604226053
OCCNC(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,4,0.602059991
Oc1ccccc1C(=O)N2CCC(=CC(=O)N[C@@H]3CCN(Cc4ccc5cc(F)ccc5c4)C3)CC2,4,0.602059991
O=C(Nc1ccc(CN2CCN(CC2)c3ccccc3)cc1)c4n[nH]c5ccccc45,4,0.602059991
NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,4,0.602059991
N#Cc1cccc(CN(C2CCNCC2)c3ccc4[nH]ccc4c3)c1,4,0.602059991
Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)N4C(=O)Nc5ncccc45)c6nnc(C7CC7)n6C2)c1F,4,0.602059991
COc1cc(Oc2ccc(cc2C=C)C(NC(=O)OC(C)(C)C)C(=O)Nc3ccccc3C(=O)NS(=O)(=O)c4ccc(cc4)C(F)(F)F)nc(n1)c5ccccc5,4,0.602059991
COc1cc(Oc2ccc(cc2)[C@H](NC(=O)OC(C)(C)C)C(=O)Nc3ccccc3C(=O)NS(=O)(=O)CCCC=C)nc(n1)c4ccccc4,4,0.602059991
COC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CCN(Cc34)C(=O)C)c5ccccc5,4,0.602059991
Cn1cc(cn1)c2cnc3oc4C(=NC(=O)N(CCC5CCCO5)c4c3c2)c6cscn6,4,0.602059991
CN1C(=O)N(C)c2cc(Oc3cccc(OCc4ccccc4)c3)c(NS(=O)(=O)c5cn(C)cn5)cc12,4,0.602059991
CN1C(=O)C=C(NC2CCN(CC2)C(=O)c3cnn(C)c3Cl)c4ccccc14,4,0.602059991
CN(C)C(=O)N1CC(=C[C@@]1(CCCN)c2ccccc2)c3cc(F)ccc3F,4,0.602059991
CN(C)C(=O)c1cccc(c1)c2cnc(N)c(c2)c3nc4cccc(N5CCNCC5)c4[nH]3,4,0.602059991
CN(C)C(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3,4,0.602059991
Clc1ccc2C(=O)C3=Nc4ccccc4C(=O)N3c2c1,4,0.602059991
Cl.CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5ccc(C)cc35)cc2,4,0.602059991
Cc1ccnc(C)c1C(=O)N2C[C@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@H]3C2,4,0.602059991
Cc1cccc(C)c1C(=O)N2C[C@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@H]3C2,4,0.602059991
Cc1ccc(cc1c2ccc3c(NC(=O)C34CCS(=O)(=O)CC4)c2)C(=O)NC5CC5,4,0.602059991
Cc1cc(CN2[C@H]3[C@@H]4CC[C@@H](C4)[C@H]3C(=C(C2=O)C5=NS(=O)(=O)c6cc(NS(=O)(=O)C)ccc6N5)O)ccc1F,4,0.602059991
CC1(C)NC(=O)c2c(F)c(ccc2NC1=O)S(=O)(=O)Nc3ccc(cc3)C(F)(F)F,4,0.602059991
CC1(C)CN(C(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)c4ccccc14,4,0.602059991
CC[C@H]1C[C@H](CCO1)N2C(=O)N=C(c3cnn(C)c3)c4oc5ncc(cc5c24)c6cn(C)cn6,4,0.602059991
CC(C)N1C(=O)C(=Cc2ccccc12)C(=O)N[C@H]3C[C@H]4CC[C@@H](C3)N4CCCN(C)CCCN(C)S(=O)(=O)C,4,0.602059991
CC(C)c1nnc2CN([C@@H](C)Cn12)C(=O)c3cccc(c3)C(F)(F)C4=NNC(=O)c5ccccc45,4,0.602059991
CC(C)c1nc2c(cccc2[nH]1)C(=O)NCC3CCN(CCN4CCN(CC4)S(=O)(=O)C)CC3,4,0.602059991
CC(C)(C)NC(=O)NC1=NC(=C(COCc2ccccc2)N(CC(=O)Nc3ccccc3C(=O)NS(=O)(=O)c4ccc(cc4)C(F)(F)F)C1=O)Cl,4,0.602059991
CC(=O)N[C@@H](CCN1[C@@H]2CC[C@H]1C[C@H](C2)n3c(C)nc4CN(CCc34)c5ccncn5)c6cccc(F)c6,4,0.602059991
Br.NC(=N)SCc1c(Br)ccc2c3ccc(Br)c(CSC(=N)N)c3sc12,4,0.602059991
[O-][n+]1onc(c2ccc(s2)c3no[n+]([O-])c3C#N)c1C#N,4,0.602059991
CCCCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,3.992,0.601190533
CCOP(=O)(OCC)C(Cc1ccc(F)c(F)c1)c2sc3ccccc3c2C,3.99,0.600972896
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,3.938,0.595275712
C(Cc1ncccc1c2oc(NCc3ccc4OCOc4c3)nn2)c5ccncc5,3.933333333,0.594760753
CO[C@H]1C(=O)[C@]2(C)[C@H](C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccc7)C(=C1C6(C)C)C)OC(=O)OC,3.93,0.59439255
COc1cccc(c1)S(=O)(=O)NC(=O)c2cc(c(OC)cc2OC)c3ccc(C#CCO)s3,3.91,0.592176757
CCN(C1CN(N=C1C2=CC(=C(C=C2)Cl)Cl)C(=NC3=NC(=CC=C3)OC(F)F)NC#N)C(=O)CO,3.9,0.591064607
OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,3.9,0.591064607
OC(=O)\C=C\c1ccc(NC(=O)C2(CCCC2)NC(=O)c3ccc4c(c3)nc(c5cocc5)n4C6CCCCC6)cc1,3.9,0.591064607
O=C(NCCC1CCN(CC2CCOCC2)CC1)[C@@H](Cc3ccccc3)NC(=O)C4(CCCC4)NC(=O)c5cc6ccccc6s5,3.9,0.591064607
Nc1noc2ccc(cc12)n3nc(c4NCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CC[C@@H](O)C7)C(F)(F)F.OC(=O)C(F)(F)F,3.9,0.591064607
CO[C@H]1CCN(C1)C(=O)c2ccc(O)cc2OC[C@@H](O)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,3.9,0.591064607
CNc1ccc(cn1)C2=NC(=O)N(CCC3CC(C)(C)CO3)c4c2oc5ncc(cc45)c6cnn(C)c6,3.9,0.591064607
CNC1(CC1)c2ccc(cc2)N3CCc4c(nn(c5ccc(OC)cc5)c4C3=O)C(=O)N.OC(=O)C(F)(F)F,3.9,0.591064607
CNC(=O)c1ccc(OC)c2c(c[nH]c12)C(=O)C(=O)N3CCN(CC3)C(=O)c4ccccc4,3.9,0.591064607
Cn1c(CC2=NC(=CC(=O)N2)N3CCOCC3)nc4cccc(c5ccccc5)c14,3.9,0.591064607
CCOc1cc(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](CC(=O)Nc3ccccc3)C(C)(C)C)C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C5CC5)c6cccc(Cl)c6n1,3.9,0.591064607
CCOC(=O)c1cnc(N2CC(C2)NC(=O)NS(=O)(=O)c3ccccc3)c(Cl)c1,3.9,0.591064607
CCCCCCCC(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34.CCN(CC)CC,3.9,0.591064607
Cc1nc(N)ccc1CNC(=O)Cc2c(F)c(NCC(F)(F)c3ccccn3)ccc2C#N,3.9,0.591064607
Cc1ccc(F)cc1Oc2c(C(=O)N3CCNCC3)c4ccnc(Cc5ccccc5)c4n2c6ccccc6,3.9,0.591064607
CC(=CCn1c(N2CCCNCC2)c(C#N)c3N=CN(Cc4nccc5ccccc45)C(=O)c13)C,3.9,0.591064607
COc1ccc(\C=C\C(=O)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1,3.89,0.589949601
OC[C@H]1O[C@@H](NC(=O)C2=Cc3cc(Cl)ccc3CC2=O)[C@H](O)[C@@H](O)[C@@H]1O,3.85,0.58546073
Nc1noc2ccc(cc12)n3nc(cc3C(=O)Nc4ccc(cc4F)c5ccccc5CN6CCCC6)C(F)(F)F,3.84,0.584331224
CCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N,3.833,0.583538819
COC(=O)\C=C\CNC(=O)CN1C(=O)[C@@H](COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c3ccccc3)c4ccccc14,3.82,0.582063363
CN1CCCCC=CC2CC2(NC(=O)C3CC(CC3C1=O)OC4=CC(=NC5=C4C=CC(=C5)OC)C6=CC=CC=C6)C(=O)NS(=O)(=O)C7CC7,3.8,0.579783597
COC(=O)N[C@H](C(=O)NN(CC[C@]1(Cc2ccccc2)[C@H](O)CN([C@@H]3[C@H](O)Cc4ccccc34)C1=O)Cc5ccc(cc5)c6cccnc6)C(C)(C)C,3.8,0.579783597
Cl.CCCCN1C(=O)[C@H](NC(=O)C12CCN(Cc3ccc(Oc4ccc(cc4)C(=O)O)cc3)CC2)[C@H](O)C5CCCCC5,3.8,0.579783597
Cc1nc(NC(=O)N2CCC[C@H]2C(=O)N)sc1c3ccnc(c3)C(C)(C)C(F)(F)F,3.8,0.579783597
CC(C)(C)[C@@H](O)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4,3.8,0.579783597
CN(C)Cc1ccccc1c2ccc(c(F)c2)c3ccc4c(nn(c5ccc6onc(N)c6c5)c4c3F)C(=O)N,3.76,0.575187845
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](OC)C(=O)[C@]13C)C5(C)C)C,3.73,0.571708832
O=C(Nc1nc2cccc(c3ccc(NS(=O)(=O)C4CC4)cc3)n2n1)C5CC5,3.7,0.568201724
Nc1noc2ccc(cc12)n3nc(cc3C(=O)Nc4ccc(cc4F)c5ccccc5CN6CC[C@@H](O)C6)C(F)(F)F,3.7,0.568201724
Fc1ccc(c2cnc[nH]2)c3[nH]cc(C(=O)C(=O)N4CCN(CC4)C(=O)c5ccccc5)c13,3.7,0.568201724
Fc1ccc(C[C@H]2C[C@H](CCN2)C3=CC(=O)NO3)cc1,3.7,0.568201724
CS(=O)(=O)Nc1ccc(CCN(CCOc2ccc(NS(=O)(=O)C)cc2)c3ccc(c4nonc34)[N+](=O)[O-])cc1,3.7,0.568201724
CO[C@]1(C[C@H](N(C1)C(=O)[C@@H](NC(=O)OC2CCCC2)C(C)(C)C)C(=O)N[C@@]3(C[C@H]3C=C)C(=O)NS(=O)(=O)C4CC4)c5ccc(cc5)c6ccc(C)cn6,3.7,0.568201724
CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(Nc4nccc(n4)c5cccnc5)c3)CC1,3.7,0.568201724
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,3.7,0.568201724
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](C)NC(=O)c4csc(n4)[C@@H](NC(=O)[C@@H]5CCCN5C1=O)C(C)C,3.7,0.568201724
CC1Cc2cc(ccc2N1S(=O)(=O)C)C(=O)CSc3ccc4OCCOc4c3,3.68,0.565847819
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O,3.666666667,0.56427143
OC(=O)c1ccc(Cn2cccn2)cc1,3.66,0.563481085
CO[C@H]1C[C@H]2OC[C@@]2(OC(=O)C)[C@H]3[C@H](OC(=O)c4ccccc4)[C@]56OC(=O)O[C@H]5[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c7ccccn7)C(=C([C@@H](OC)C(=O)[C@]13C)C6(C)C)C,3.66,0.563481085
OC[C@H]1O[C@@H](NC(=O)CCc2oc(cn2)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]1O,3.65,0.562292864
CO[C@H]1C(=O)[C@]2(C)CC[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C1C5(C)C)C,3.64,0.561101384
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)NC(=O)CCc4cccc(c4)N=Nc5ccc(O)c(c5)C(=O)O)C(F)(F)F,3.635,0.560504415
Cc1ccc2CC(=O)C(=Cc2c1)C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,3.62,0.558708571
O=C(N1CCC(N(Cc2cncn2Cc3ccc(cc3)C#N)CC1)c4ccccc4)C56CC7CC(CC(C7)C5)C6,3.6,0.556302501
O[C@H](CC1CC1)C(=O)N2[C@H]3C[C@H]3C[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,3.6,0.556302501
CS(=O)(=O)CCCn1c(CN2C(=O)N(CC(F)(F)F)c3ccncc23)nc4ccccc14,3.6,0.556302501
COc1ccc2c(NCC(C)(C)c3ccccc3)noc2c1,3.6,0.556302501
CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,3.6,0.556302501
Cn1cnc(NCc2ccncc2)c1C(=O)Nc3ccc(c(Cl)c3)C(F)(F)F,3.6,0.556302501
CN1CCN(CC1)C(=O)c2ccc(cc2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,3.6,0.556302501
CCCCN1N(Cc2ccc(cc2)c3ccccc3c4nn[nH]n4)C(=O)c5cccnc15,3.6,0.556302501
CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5cc(C)c(Cl)cc35)cc2,3.6,0.556302501
CC1CN(CCN1C(=O)c2ccccc2)C(=O)C(=O)c3c[nH]c4cccc(F)c34,3.6,0.556302501
Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Oc3ccccc3C(F)(F)F)cc2C(=O)O,3.6,0.556302501
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCCCC3)c4ccccc4n1,3.6,0.556302501
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,3.6,0.556302501
C[C@@H]1COCCN1c2nc(cc3c2ncn3C)c4nncc5[nH]ccc45,3.6,0.556302501
Brc1cccc(NC(=O)c2nscc2NCc3ccnc4ccccc34)c1,3.583333333,0.554287209
CCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,3.54,0.549003262
C1C(=CC2=CC=CC=C2F)C(=O)C(=CC3=CC=CC=C3F)CN1,3.53,0.547774705
COCCN(C)Cc1cn(Cc2ccc(F)cc2)c3cnc4C(=O)N(O)CCc4c13,3.52,0.546542663
Cl.CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C13CCN(Cc4ccc(Oc5ccc(cc5)C(=O)NC)cc4)CC3,3.51,0.545307116
C1C(C(C(C1O)CC=CCCCC(=O)O)CCC(CCC2=CC=CC=C2)O)O,3.5,0.544068044
CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)OC(C)(C)C)C(=O)NS(=O)(=O)C6CC6)OC)OC,3.5,0.544068044
O=C1NNc2nc(c3occc3)c(cc12)c4ccncn4,3.5,0.544068044
O=C(Nc1nc2cccc(c3ccc(CN4CCS(=O)(=O)CC4)cc3)n2n1)C5CC5,3.5,0.544068044
O[C@H](COc1ccccc1NC(=O)N2CCCC2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,3.5,0.544068044
O[C@@H]1C[C@H](N(C1)C(=O)OCc2ccccc2)C(=O)Nc3ccc(\C=C\c4ccc(NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)OCc6ccccc6)cc4)cc3,3.5,0.544068044
Fc1cc(F)c(CN2C=NC(=O)c3cc(Oc4ccc(cc4)c5ccc6[nH]ccc6c5)ccc23)c(F)c1,3.5,0.544068044
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)c5ccccc5CN6CCCC6,3.5,0.544068044
COc1ccc(cc1)[C@@]23Oc4cc(cc(OC)c4[C@]2(O)[C@H](O)[C@@H]([C@H]3c5ccccc5)C(=O)N(C)C)C#N,3.5,0.544068044
COC(C)(C)[C@@H](O)C(=O)N1C[C@H]2C[C@H]2[C@H]1C(=O)NCc3cc(Cl)ccc3n4cnnn4,3.5,0.544068044
COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@@H]2[C@H](O)Cc3ccccc23)Cc4ccc(cc4)c5ccccn5)C(C)(C)C,3.5,0.544068044
COC(=O)CN(C1CCCN(C1=O)c2ccc(cc2)N3C=CC=CC3=O)S(=O)(=O)c4cc5ccc(Cl)nc5s4,3.5,0.544068044
CNC(=O)c1cc([C@@H](C)Nc2cc(F)cc(F)c2)c3OC(=CC(=O)c3c1)N4CCOCC4,3.5,0.544068044
CCOC(=O)c1cc2cc(ccc2[nH]1)C3(Cc4ccccc4)CCNC3,3.5,0.544068044
CCCCCCCNC(=O)N1CCOc2cc(ccc12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,3.5,0.544068044
Cc1ccc(Nc2c(nc3n2CCN(C(=O)C(C)(C)N)C3(C)C)c4ccc(F)cc4)cc1,3.5,0.544068044
Cc1cc2c(C3=CC=CNC3=O)c(C(=O)NS(=O)(=O)C4CC4)n(Cc5cc(F)ccc5F)c2cc1F,3.5,0.544068044
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4ccccc4,3.5,0.544068044
CC1=C(C(=O)N(N1)c2ccccn2)c3ccc(cc3)[N+](=O)[O-],3.5,0.544068044
OC(=O)CC1OC(=O)N(CC(=O)NCc2ccc(Nc3nc4ccccc4[nH]3)cc2)c5ccccc15,3.48,0.541579244
CNCc1ccccc1c2ccc(NC(=O)c3cc(nn3c4ccc5onc(N)c5c4)C(F)(F)F)c(F)c2,3.48,0.541579244
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCC(=O)NCCN([C@@H](Cc3ccccc3)C(=O)N)C(=O)CNC1=O,3.47,0.540329475
CCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,3.45,0.537819095
N[C@@H]1CCCN(C1)C2=Nc3cc[nH]c3C(=O)N2Cc4ccccc4C#N,3.44,0.536558443
COc1cccc(CN(c2c(Cl)c(Cl)cc3NC(=O)C(=O)Nc23)S(=O)(=O)C)c1,3.43,0.53529412
CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(=O)NC5(CC5C=CCCCCCC(C(=O)N4C3)NC(=O)C6=NN(C=C6)CC(F)(F)F)C(=O)NS(=O)(=O)C7CC7)OC(C)C)OC,3.4,0.531478917
CCN(C1CN(N=C1C2=CC(=C(C=C2)Cl)Cl)C(=NC3=CC(=CC=C3)OC(F)F)NC#N)C(=O)CO,3.4,0.531478917
O=C1NCC2(CCCNC2)c3[nH]c(cc13)c4ccnc(n4)c5ccc6OCOc6c5,3.4,0.531478917
O[C@H](CC1CC1)C(=O)N2C[C@@H]3C[C@@H]3[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,3.4,0.531478917
NCCCNC(=O)c1c2CCCCc2sc1NC(=O)Cn3nc(c4CCCCc34)C(F)(F)F,3.4,0.531478917
NC1=NC(c2ccncc2)(c3cccc(c3)c4cncnc4)c5ccccc15,3.4,0.531478917
COCCN(CC(=C)F)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,3.4,0.531478917
COc1cnc2C=CC(=O)N(CCN3CC[C@H](NCc4ccc5OCC(=O)Nc5n4)[C@H](F)C3)c2c1,3.4,0.531478917
COC(=O)N[C@H](C(=O)NN(CCC[C@]1(Cc2ccccc2)[C@H](O)CN([C@@H]3[C@H](O)Cc4ccccc34)C1=O)Cc5ccc(cc5)c6ccccn6)C(C)(C)C,3.4,0.531478917
Cn1c(c2cccc3cccnc23)c(C4CCCCC4)c5ccc(cc15)C(=O)NC(C)(C)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,3.4,0.531478917
CCS(=O)(=O)CCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,3.4,0.531478917
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CCCC[C@@H]3C(=O)NO)c4ccccc4n1,3.4,0.531478917
Cc1cc(CC(CC(=O)N2CCC(CC2)C3=Cc4ccccc4NC3=O)c5ccccn5)cc6cn[nH]c16,3.4,0.531478917
CC1=C(CCc2ccccc12)c3cccnc3,3.4,0.531478917
CC(C)(C)N1CCN(CC1)c2ccc(nc2)N3CCN(C(=O)N[C@@H]4C5CC6CC4C[C@@](O)(C6)C5)c7ccccc37,3.4,0.531478917
CC(C)(C)c1ncc2CCc3nc(NC(=O)N4CCC[C@@]4(C)C(=O)N)sc3c2n1,3.4,0.531478917
C[C@@H]1CCN([C@@H]1C(=O)N)C(=O)Nc2nc3CCc4cnc(nc4c3s2)C(C)(C)C,3.4,0.531478917
CS(=O)(=O)c1ccccc1c2ccc(NC(=O)c3cc(nn3c4cccc(CN)c4)C(F)(F)F)cc2,3.38,0.5289167
CS(=O)(=O)c1ccc(cc1Cl)[C@@H](CC2CCCC2)C(=O)Nc3cnc(cn3)[C@H](O)CO,3.36,0.526339277
CC(C)NP(=O)(CCl)OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])N2C=C(C)C(=O)NC2=O,3.36,0.526339277
C[C@H](NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4)C(=O)OCc5ccccc5,3.35,0.525044807
COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3N)n4ccnc4c2C(=O)N)cc(OC)c1,3.33,0.522444234
[Br-].C[N+](C)(CCCCNC(=O)Cc1ccc(OCc2ccccc2)cc1)CCNC(=O)c3nc(Cl)c(N)nc3N,3.33,0.522444234
Nc1nc(OC2CCCC2)nc3c1ncn3[C@@H]4O[C@H](CF)[C@@H](O)[C@H]4O,3.32,0.521138084
COC(=O)c1ccc(cc1)c2cc(Cl)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(Cl)c2,3.32,0.521138084
CO[C@H]1C(=O)[C@]2(C)[C@H](C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C)OC(=O)OC,3.32,0.521138084
C1C(C(C(C1O)C2=CN(N=N2)C3=CC=C(C=C3)S(=O)(=O)N)CC=CCCCC(=O)O)O,3.3,0.51851394
CCN(C1CN(N=C1C2=CC(=C(C=C2)Cl)C)C(=NC3=CC(=CC=C3)OC(F)F)NC#N)C(=O)CO,3.3,0.51851394
CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O,3.3,0.51851394
CS(=O)(=O)CCCn1c(CN2C(=O)N(C3CC3)c4ccncc24)nc5ccccc15,3.3,0.51851394
COc1ccc(cc1C)C2(N=C(N)N3CC(F)(F)CN=C23)c4ccc(F)c(c4)c5cccnc5,3.3,0.51851394
CNc1cc(F)cc(c1)C2=CNC(=O)C(=C2)NC(=O)c3ccc(cc3)N4CCC[C@H]4CN5CCCC5,3.3,0.51851394
CNc1cc(cc(c1)C2=CNC(=O)C(=C2)NC(=O)c3ccc(cc3)N4CCC[C@H]4CN5CCCC5)C#N,3.3,0.51851394
Cn1c(c2cncnc2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc(\C=C\C(=O)O)cc5,3.3,0.51851394
CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN(C)CC4)c5ccc(Cl)cc35)c(c2)C#N,3.3,0.51851394
CC(C)CCN1C2CCCC2C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,3.3,0.51851394
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]3CCCN3C(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,3.3,0.51851394
CO[C@H]1C(=O)[C@]2(C)[C@H](C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C)OC(=O)N(C)C,3.27,0.514547753
CN(CC=CCN)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,3.25,0.511883361
OC(=O)CC1OC(=O)N(CC(=O)NCC2CCC(CC2)Nc3nc4ccccc4[nH]3)c5ccccc15,3.23,0.509202522
CCCNP(=O)(CCl)OC[C@H]1O[C@H](C[C@@H]1N=[N+]=[N-])N2C=C(C)C(=O)NC2=O,3.22,0.507855872
CC1(C)NC(=O)Cn2c(Nc3ccc(F)c(Cl)c3)c(nc12)c4ccc(F)cc4,3.22,0.507855872
C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NCCC(=O)NCCN([C@@H](Cc3ccccc3)C(=O)N)C(=O)CNC(=O)CNC1=O,3.22,0.507855872
COC(=O)CCCC=CCC1C(CC(C1C2=CN(N=N2)C3=CC=C(C=C3)S(=O)(=O)N)O)O,3.2,0.505149978
CCN(C1CN(N=C1C2=CC(=C(C=C2)Cl)Cl)C(=NC3=CC(=CC=C3)OC(F)(F)F)NC#N)C(=O)CO,3.2,0.505149978
Oc1c2c(CCc3cc(Br)ccc23)nn1c4ccccn4,3.2,0.505149978
N[C@@H](Cc1ccccc1)C(=O)N2CC[C@H]([C@H]2C(=O)N)c3ccccc3,3.2,0.505149978
COCCN(CC#C)C(=O)[C@]1(C[C@H]1CN)c2ccsc2,3.2,0.505149978
CCCC(=O)c1cnn(c1C)c2ccc(NC(=O)c3cn(CC(=O)N4CCN5CCN(C)C(=O)C5C4)c6ccc(Cl)cc36)cc2,3.2,0.505149978
CCC[C@@]1(OCCc2c1[nH]c3c(C)ccc(C#N)c23)C(=O)O,3.2,0.505149978
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CC3)C(C)(C)C#C)c4ccccc4n1,3.2,0.505149978
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3CN(CC#C)C[C@@H]3C(=O)NO)c4ccccc4n1,3.2,0.505149978
